w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[0.7920239, 3.75463, 3.437898, 56.19209, 0.9488415]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
C3orf22	1.426480e-01	3.518788e-01	2.037236	6.109468e-01	1.000000e+00	0.817146	3	1	3
C3orf27	7.317047e-02	2.354016e-01	2.607548	8.866370e-01	1.000000e+00	0.041208	1	0	2
C3orf30	2.159434e-01	4.487642e-01	1.624770	6.256813e-01	1.000000e+00	0.761853	19	0	5
C3orf33	1.106754e-01	3.013664e-01	2.261028	8.782260e-01	1.000000e+00	0.082563	1	0	1
C3orf35	6.836708e-01	8.125175e-01	0.651691	7.273599e-01	1.000000e+00	0.491929	1	0	0
C3orf36	6.967767e-01	8.200525e-01	0.626381	6.033340e-01	1.000000e+00	0.822723	4	0	1
C3orf37	5.982892e-01	7.524875e-01	0.789117	7.635844e-01	1.000000e+00	0.435625	1	0	0
C3orf38	7.498875e-01	8.509575e-01	0.559153	6.184382e-01	1.000000e+00	0.794753	2	0	0
C3orf43	8.131665e-01	8.910747e-01	0.451717	5.050466e-01	1.000000e+00	1.104894	3	0	0
C3orf52	6.281117e-02	2.144172e-01	2.728007	1.000000e+00	1.000000e+00	0.065349	0	0	1
C3orf55	3.182542e-01	5.576395e-01	1.288736	1.000000e+00	1.000000e+00	0.275619	0	0	0
C3orf56	2.355120e-01	4.737141e-01	1.541297	4.745991e-01	1.000000e+00	1.201529	10	2	6
C3orf58	8.872299e-01	9.334367e-01	0.326104	3.622629e-01	1.000000e+00	1.608659	4	0	0
C3orf62	2.113093e-01	4.427818e-01	1.652519	8.373442e-01	1.000000e+00	0.209128	2	0	1
C3orf65	7.099039e-01	8.285024e-01	0.613077	6.256813e-01	1.000000e+00	0.774277	2	0	0
C3orf67	3.182542e-01	5.576395e-01	1.280476	7.404675e-01	1.000000e+00	0.475402	6	0	2
C3orf70	6.209025e-01	7.694706e-01	0.741463	7.523037e-01	1.000000e+00	0.457825	1	0	0
C3orf72	7.878585e-01	8.759406e-01	0.490995	4.988142e-01	1.000000e+00	1.139302	4	0	1
C3orf79	6.209025e-01	7.694706e-01	0.742893	7.523037e-01	1.000000e+00	0.443422	1	0	0
C4BPA	5.482821e-01	7.165826e-01	0.898325	2.617522e-01	1.000000e+00	2.043745	18	0	3
C4BPB	2.066770e-01	4.378428e-01	1.672550	6.514304e-01	1.000000e+00	0.693709	6	1	3
C4B_2	4.604611e-01	6.561544e-01	1.047374	1.000000e+00	1.000000e+00	0.350858	0	0	0
C4orf17	4.855513e-01	6.713058e-01	1.006084	5.110843e-01	1.000000e+00	1.098495	12	1	4
C4orf19	8.872299e-01	9.334367e-01	0.320117	3.926105e-01	1.000000e+00	1.497385	4	0	0
C4orf21	8.753366e-01	9.257243e-01	0.347386	1.490643e-01	1.000000e+00	2.765723	16	2	3
C4orf22	3.481410e-01	5.837061e-01	1.224341	5.433230e-01	1.000000e+00	0.981356	8	1	3
C4orf26	6.652023e-03	5.479553e-02	4.681879	1.000000e+00	1.000000e+00	0.017017	5	0	6
C4orf27	1.236473e-02	8.126761e-02	4.140782	3.671542e-01	1.000000e+00	1.587185	0	2	2
C4orf29	4.470303e-01	6.486526e-01	1.065927	2.780331e-01	1.000000e+00	1.961628	0	1	0
C4orf3	4.470303e-01	6.486526e-01	1.077923	1.000000e+00	1.000000e+00	0.340302	0	0	0
C4orf32	4.074967e-01	6.253665e-01	1.139783	1.000000e+00	1.000000e+00	0.319889	0	0	0
C4orf33	3.116897e-02	1.410082e-01	3.342430	8.866370e-01	1.000000e+00	0.044762	2	0	2
C4orf36	5.877138e-01	7.457693e-01	0.800529	7.635844e-01	1.000000e+00	0.435843	1	0	0
C4orf40	1.156291e-01	3.093054e-01	2.232434	8.603539e-01	1.000000e+00	0.123082	4	0	4
C4orf45	7.878585e-01	8.759406e-01	0.498985	5.172703e-01	1.000000e+00	1.066086	3	0	0
C4orf46	4.074967e-01	6.253665e-01	1.125324	1.000000e+00	1.000000e+00	0.324547	0	0	0
C4orf47	3.591664e-01	5.925055e-01	1.215661	1.000000e+00	1.000000e+00	0.296514	0	0	0
C4orf48	5.776813e-01	7.392199e-01	0.830220	1.000000e+00	1.000000e+00	0.435953	0	0	0
C4orf51	1.607200e-05	8.174387e-04	10.110937	1.000000e+00	1.000000e+00	0.000041	0	0	6
C4orf6	4.470303e-01	6.486526e-01	1.079947	1.000000e+00	1.000000e+00	0.339614	0	0	0
C5	5.087289e-01	6.875631e-01	0.968050	1.716365e-01	1.000000e+00	2.586186	25	0	4
C5AR1	4.648380e-03	4.353571e-02	5.000007	1.000000e+00	1.000000e+00	0.013386	7	0	9
C5AR2	5.291939e-01	7.017073e-01	0.928578	1.000000e+00	1.000000e+00	0.395115	0	0	0
C5orf15	6.571913e-01	7.952761e-01	0.692546	7.523037e-01	1.000000e+00	0.451440	1	0	0
C5orf20	1.081271e-01	2.974212e-01	2.290311	8.321386e-01	1.000000e+00	0.234753	8	0	5
C5orf22	8.553877e-03	6.427805e-02	4.478829	1.000000e+00	1.000000e+00	0.011347	0	0	2
C5orf24	6.209025e-01	7.694706e-01	0.753659	7.734223e-01	1.000000e+00	0.417434	1	0	0
C5orf28	3.944641e-01	6.174479e-01	1.141330	8.012733e-01	1.000000e+00	0.338461	2	0	1
C5orf30	7.317047e-02	2.354016e-01	2.617956	8.928747e-01	1.000000e+00	0.038737	1	0	2
C5orf34	9.425247e-01	9.661267e-01	0.232504	1.121094e-01	1.000000e+00	3.138328	4	1	0
C5orf38	7.878585e-01	8.759406e-01	0.494078	6.867120e-01	1.000000e+00	0.575879	1	0	0
C5orf42	1.397764e-01	3.474123e-01	2.043261	7.048359e-01	1.000000e+00	0.533239	25	1	9
C5orf45	6.321619e-01	7.776416e-01	0.734444	7.404675e-01	1.000000e+00	0.460762	1	0	0
C5orf46	2.678006e-01	5.087285e-01	1.429268	8.075896e-01	1.000000e+00	0.304070	4	0	2
C5orf47	3.944641e-01	6.174479e-01	1.147795	1.000000e+00	1.000000e+00	0.317336	0	0	0
C5orf48	9.631237e-02	2.783782e-01	2.396147	8.700632e-01	1.000000e+00	0.104344	3	0	2
C5orf49	7.752045e-01	8.676601e-01	0.512504	6.033340e-01	1.000000e+00	0.838541	2	0	0
C5orf51	6.967767e-01	8.200525e-01	0.627288	6.327262e-01	1.000000e+00	0.743266	2	0	0
C5orf52	4.731901e-01	6.640029e-01	1.038245	1.000000e+00	1.000000e+00	0.354076	0	0	0
C5orf54	9.865174e-02	2.820391e-01	2.362300	8.700632e-01	1.000000e+00	0.112032	3	0	2
C5orf55	7.099039e-01	8.285024e-01	0.617240	7.153095e-01	1.000000e+00	0.510063	1	0	0
C5orf56	3.591664e-01	5.925055e-01	1.208390	1.000000e+00	1.000000e+00	0.298678	0	0	0
C5orf58	7.231776e-01	8.359964e-01	0.584116	5.649398e-01	1.000000e+00	0.924595	3	0	0
C5orf60	4.470303e-01	6.486526e-01	1.066109	1.000000e+00	1.000000e+00	0.344346	0	0	0
C5orf64	1.516893e-01	3.648754e-01	1.965406	8.782260e-01	1.000000e+00	0.089875	1	0	1
C6	1.806136e-02	1.016687e-01	3.822337	7.273599e-01	1.000000e+00	0.482228	76	9	32
C6orf1	4.731901e-01	6.640029e-01	1.039431	1.000000e+00	1.000000e+00	0.353656	0	0	0
C6orf10	6.603450e-02	2.217305e-01	2.688463	7.887800e-01	1.000000e+00	0.374413	13	0	5
C6orf106	3.591664e-01	5.925055e-01	1.203742	1.000000e+00	1.000000e+00	0.300069	0	0	0
C6orf118	4.107290e-05	1.738473e-03	9.297516	1.000000e+00	1.000000e+00	0.001242	9	0	12
C6orf120	4.604611e-01	6.561544e-01	1.057758	1.000000e+00	1.000000e+00	0.347233	0	0	0
C6orf132	4.974303e-01	6.800728e-01	0.982098	1.000000e+00	1.000000e+00	0.374525	0	0	0
C6orf136	1.181989e-01	3.135731e-01	2.214498	1.000000e+00	1.000000e+00	0.109208	0	0	1
C6orf141	5.087289e-01	6.875631e-01	0.976957	1.000000e+00	1.000000e+00	0.376455	0	0	0
C6orf15	6.321619e-01	7.776416e-01	0.731678	2.169970e-01	1.000000e+00	2.280462	16	0	3
C6orf163	2.944159e-01	5.359960e-01	1.356815	1.000000e+00	1.000000e+00	0.257479	0	0	0
C6orf164	3.705722e-01	6.009644e-01	1.194989	1.000000e+00	1.000000e+00	0.302707	0	0	0
C6orf165	5.982892e-01	7.524875e-01	0.795484	2.824851e-01	1.000000e+00	1.959724	17	0	3
C6orf170	4.789457e-02	1.819662e-01	2.941100	8.463999e-01	1.000000e+00	0.166912	10	0	5
C6orf195	3.096646e-01	5.506001e-01	1.315647	7.635844e-01	1.000000e+00	0.422311	5	0	2
C6orf201	2.942962e-03	3.246651e-02	5.407086	1.000000e+00	1.000000e+00	0.012255	4	0	5
C6orf203	6.704543e-01	8.043900e-01	0.662506	6.455981e-01	1.000000e+00	0.719527	2	0	0
C6orf211	7.099039e-01	8.285024e-01	0.600390	6.256813e-01	1.000000e+00	0.778258	2	0	0
C6orf222	2.129540e-02	1.124788e-01	3.690819	8.463999e-01	1.000000e+00	0.162673	15	0	8
C6orf223	7.752045e-01	8.676601e-01	0.500207	6.867120e-01	1.000000e+00	0.567090	1	0	0
C6orf226	5.482821e-01	7.165826e-01	0.880854	1.000000e+00	1.000000e+00	0.414429	0	0	0
C6orf25	8.739598e-02	2.619774e-01	2.472887	6.867120e-01	1.000000e+00	0.573616	6	1	6
C6orf47	8.006250e-01	8.832427e-01	0.471409	5.726097e-01	1.000000e+00	0.901421	2	0	0
C6orf48	4.074967e-01	6.253665e-01	1.124522	3.426265e-01	1.000000e+00	1.692385	0	1	0
C6orf52	3.481410e-01	5.837061e-01	1.229305	1.000000e+00	1.000000e+00	0.292496	0	0	0
C6orf57	3.591664e-01	5.925055e-01	1.211515	1.000000e+00	1.000000e+00	0.297746	0	0	0
C6orf58	9.621522e-01	9.773896e-01	0.181350	8.087610e-02	1.000000e+00	3.520845	14	1	1
C6orf62	7.231776e-01	8.359964e-01	0.587988	6.327262e-01	1.000000e+00	0.759440	2	0	0
C6orf70	3.021144e-01	5.431773e-01	1.332766	5.958516e-01	1.000000e+00	0.857180	8	1	3
C6orf89	1.409336e-02	8.733953e-02	4.035955	8.928747e-01	1.000000e+00	0.022842	3	0	4
C7	1.092896e-03	1.751073e-02	6.303307	8.825583e-01	1.000000e+00	0.073545	43	1	21
C7orf10	3.821529e-01	6.096809e-01	1.169137	7.273599e-01	1.000000e+00	0.492187	5	0	2
C7orf25	4.074967e-01	6.253665e-01	1.128689	1.000000e+00	1.000000e+00	0.323457	0	0	0
C7orf26	2.303404e-01	4.667318e-01	1.572931	8.373442e-01	1.000000e+00	0.217239	3	0	2
C7orf31	6.281117e-02	2.144172e-01	2.720639	8.603539e-01	1.000000e+00	0.136089	7	0	4
C7orf33	4.074967e-01	6.253665e-01	1.126314	8.075896e-01	1.000000e+00	0.304004	2	0	1
C7orf34	3.481410e-01	5.837061e-01	1.236812	6.514304e-01	1.000000e+00	0.688272	9	0	3
C7orf41	2.871460e-01	5.291083e-01	1.369721	1.000000e+00	1.000000e+00	0.254178	0	0	0
C7orf43	4.470303e-01	6.486526e-01	1.076788	8.012733e-01	1.000000e+00	0.332394	2	0	1
C7orf49	6.836708e-01	8.125175e-01	0.651289	7.273599e-01	1.000000e+00	0.489175	1	0	0
C7orf50	6.444355e-01	7.866226e-01	0.710721	7.404675e-01	1.000000e+00	0.476865	1	0	0
C7orf55-LUC7L2	3.182542e-01	5.576395e-01	1.285416	1.000000e+00	1.000000e+00	0.276536	0	0	0
C7orf57	1.712883e-01	3.914381e-01	1.849453	8.419086e-01	1.000000e+00	0.182303	3	0	2
C7orf60	7.099039e-01	8.285024e-01	0.603875	3.474410e-02	1.000000e+00	4.537668	4	3	1
C7orf61	6.944177e-02	2.284053e-01	2.654736	1.000000e+00	1.000000e+00	0.070317	0	0	1
C7orf62	4.769813e-03	4.416336e-02	4.980238	1.000000e+00	1.000000e+00	0.018657	7	0	7
C7orf63	7.127219e-02	2.318924e-01	2.623229	8.419086e-01	1.000000e+00	0.188079	8	0	4
C7orf65	3.377835e-01	5.754898e-01	1.251467	4.988142e-01	1.000000e+00	1.139344	2	1	1
C7orf66	9.425247e-01	9.661267e-01	0.236219	1.887567e-01	1.000000e+00	2.462102	7	0	0
C7orf69	4.974303e-01	6.800728e-01	0.981924	7.887800e-01	1.000000e+00	0.362278	1	0	0
C7orf71	3.377835e-01	5.754898e-01	1.241338	1.000000e+00	1.000000e+00	0.288997	0	0	0
C7orf72	3.481410e-01	5.837061e-01	1.222844	1.000000e+00	1.000000e+00	0.294392	0	0	0
C7orf76	3.705722e-01	6.009644e-01	1.190621	1.000000e+00	1.000000e+00	0.304032	0	0	0
C8A	9.994678e-01	1.000000e+00	0.037069	1.866138e-03	1.000000e+00	7.910239	45	4	5
C8B	1.206293e-02	8.010198e-02	4.167393	7.817083e-01	1.000000e+00	0.382850	51	1	19
C8G	5.291939e-01	7.017073e-01	0.929972	1.000000e+00	1.000000e+00	0.394565	0	0	0
C8orf22	9.865174e-02	2.820391e-01	2.361932	8.700632e-01	1.000000e+00	0.113765	3	0	2
C8orf31	1.455784e-01	3.565162e-01	2.012862	8.463999e-01	1.000000e+00	0.179390	4	0	3
C8orf33	7.099039e-01	8.285024e-01	0.610476	7.048359e-01	1.000000e+00	0.523527	1	0	0
C8orf34	1.315226e-01	3.352909e-01	2.105510	4.988142e-01	1.000000e+00	1.123593	30	0	9
C8orf37	5.678239e-01	7.316215e-01	0.850132	7.817083e-01	1.000000e+00	0.395397	1	0	0
C8orf4	1.234991e-01	3.229070e-01	2.176062	8.373442e-01	1.000000e+00	0.211493	4	0	2
C8orf44	5.776813e-01	7.392199e-01	0.823822	7.523037e-01	1.000000e+00	0.449469	1	0	0
C8orf46	1.370085e-01	3.434596e-01	2.067940	8.700632e-01	1.000000e+00	0.112586	2	0	2
C8orf47	9.707240e-01	9.824613e-01	0.160772	7.197578e-02	1.000000e+00	3.663888	10	0	0
C8orf48	3.021144e-01	5.431773e-01	1.336734	1.000000e+00	1.000000e+00	0.262702	0	0	0
C8orf49	4.855513e-01	6.713058e-01	1.008401	1.000000e+00	1.000000e+00	0.364802	0	0	0
C8orf58	2.459677e-01	4.853312e-01	1.502055	8.519965e-01	1.000000e+00	0.140001	1	0	1
C8orf59	2.802136e-01	5.217423e-01	1.382936	1.000000e+00	1.000000e+00	0.250841	0	0	0
C8orf74	1.607200e-05	8.174387e-04	9.987781	1.000000e+00	1.000000e+00	0.000090	2	0	9
C8orf76	2.683667e-02	1.285433e-01	3.493835	8.928747e-01	1.000000e+00	0.021202	1	0	2
C8orf82	4.855513e-01	6.713058e-01	1.014350	1.000000e+00	1.000000e+00	0.362638	0	0	0
C8orf86	2.928497e-02	1.356410e-01	3.406945	8.928747e-01	1.000000e+00	0.029660	2	0	3
C8orf87	4.974303e-01	6.800728e-01	0.999076	1.000000e+00	1.000000e+00	0.368219	0	0	0
C9	9.524947e-01	9.717570e-01	0.208375	7.318476e-02	1.000000e+00	3.657412	26	2	4
C9orf106	6.704543e-01	8.043900e-01	0.661368	7.273599e-01	1.000000e+00	0.482324	1	0	0
C9orf114	6.704543e-01	8.043900e-01	0.670004	7.273599e-01	1.000000e+00	0.488276	1	0	0
C9orf116	4.074967e-01	6.253665e-01	1.122717	1.000000e+00	1.000000e+00	0.325394	0	0	0
C9orf117	3.821529e-01	6.096809e-01	1.164850	7.523037e-01	1.000000e+00	0.440264	3	0	1
C9orf123	4.855513e-01	6.713058e-01	1.018204	1.000000e+00	1.000000e+00	0.361243	0	0	0
C9orf129	6.255581e-03	5.250300e-02	4.753184	1.000000e+00	1.000000e+00	0.008624	0	0	3
C9orf131	6.321619e-01	7.776416e-01	0.721889	1.560502e-01	1.000000e+00	2.713433	13	3	5
C9orf135	2.023304e-01	4.325126e-01	1.699899	7.817083e-01	1.000000e+00	0.395892	6	0	2
C9orf139	8.131665e-01	8.910747e-01	0.459974	4.152095e-01	1.000000e+00	1.417059	6	0	1
C9orf142	4.206400e-01	6.322811e-01	1.106936	1.000000e+00	1.000000e+00	0.330570	0	0	0
C9orf152	1.562556e-02	9.363296e-02	3.959975	8.202168e-01	1.000000e+00	0.260912	7	1	8
C9orf153	5.980571e-02	2.085045e-01	2.760276	1.000000e+00	1.000000e+00	0.063274	0	0	1
C9orf156	7.752045e-01	8.676601e-01	0.503518	6.109468e-01	1.000000e+00	0.812294	2	0	0
C9orf16	3.821529e-01	6.096809e-01	1.176096	1.000000e+00	1.000000e+00	0.308481	0	0	0
C9orf163	7.231776e-01	8.359964e-01	0.582138	7.273599e-01	1.000000e+00	0.498097	1	0	0
C9orf169	4.974303e-01	6.800728e-01	0.998552	1.000000e+00	1.000000e+00	0.368413	0	0	0
C9orf170	1.056377e-01	2.939963e-01	2.314934	1.000000e+00	1.000000e+00	0.098773	0	0	1
C9orf171	1.643273e-02	9.654811e-02	3.902451	8.866370e-01	1.000000e+00	0.046978	7	0	7
C9orf172	5.776813e-01	7.392199e-01	0.828439	6.800439e-01	1.000000e+00	0.581897	3	0	1
C9orf173	7.317047e-02	2.354016e-01	2.604639	8.928747e-01	1.000000e+00	0.039366	1	0	2
C9orf24	6.209025e-01	7.694706e-01	0.748744	3.475160e-01	1.000000e+00	1.667215	3	1	1
C9orf3	9.707240e-01	9.824613e-01	0.178359	8.369227e-02	1.000000e+00	3.482206	4	1	0
C9orf37	8.634094e-01	9.189417e-01	0.369028	5.502339e-01	1.000000e+00	0.961593	2	0	0
C9orf40	5.388496e-01	7.093707e-01	0.917296	2.347602e-01	1.000000e+00	2.187889	0	1	0
C9orf41	2.253545e-01	4.606797e-01	1.590812	8.321386e-01	1.000000e+00	0.226786	2	0	1
C9orf43	8.634094e-01	9.189417e-01	0.366602	4.037466e-01	1.000000e+00	1.449877	4	0	0
C9orf47	6.836708e-01	8.125175e-01	0.656648	5.882674e-01	1.000000e+00	0.861475	4	0	1
C9orf50	9.101182e-01	9.467908e-01	0.288663	3.982839e-01	1.000000e+00	1.470601	3	0	0
C9orf57	3.821529e-01	6.096809e-01	1.165399	1.000000e+00	1.000000e+00	0.311798	0	0	0
C9orf62	4.470303e-01	6.486526e-01	1.065323	1.000000e+00	1.000000e+00	0.344616	0	0	0
C9orf64	1.901032e-01	4.172212e-01	1.756442	8.700632e-01	1.000000e+00	0.116667	1	0	1
C9orf66	5.388496e-01	7.093707e-01	0.912734	1.000000e+00	1.000000e+00	0.401425	0	0	0
C9orf69	1.131987e-01	3.051215e-01	2.249701	1.000000e+00	1.000000e+00	0.105431	0	0	1
C9orf72	3.591664e-01	5.925055e-01	1.215505	1.000000e+00	1.000000e+00	0.296560	0	0	0
C9orf78	6.836708e-01	8.125175e-01	0.646581	6.327262e-01	1.000000e+00	0.746411	2	0	0
C9orf84	5.833958e-02	2.054266e-01	2.797537	6.391050e-01	1.000000e+00	0.729197	10	2	6
C9orf85	2.459677e-01	4.853312e-01	1.510585	1.000000e+00	1.000000e+00	0.220781	0	0	0
C9orf89	4.855513e-01	6.713058e-01	1.010437	1.000000e+00	1.000000e+00	0.364060	0	0	0
C9orf9	8.131665e-01	8.910747e-01	0.457732	5.803636e-01	1.000000e+00	0.888956	2	0	0
C9orf91	4.855513e-01	6.713058e-01	1.014817	1.000000e+00	1.000000e+00	0.362469	0	0	0
C9orf96	4.897139e-02	1.848160e-01	2.932803	8.825583e-01	1.000000e+00	0.066692	3	0	3
CA1	3.021144e-01	5.431773e-01	1.332369	3.232437e-01	1.000000e+00	1.772752	6	2	3
CA10	1.370085e-01	3.434596e-01	2.074503	7.273599e-01	1.000000e+00	0.492202	21	1	9
CA11	9.101182e-01	9.467908e-01	0.293879	4.267795e-01	1.000000e+00	1.371984	3	0	0
CA12	5.291939e-01	7.017073e-01	0.921921	7.153095e-01	1.000000e+00	0.501808	3	0	1
CA13	9.425247e-01	9.661267e-01	0.226973	2.103754e-01	1.000000e+00	2.324809	6	0	0
CA14	1.130398e-03	1.783601e-02	6.274255	1.000000e+00	1.000000e+00	0.001884	0	0	4
CA2	1.070217e-02	7.393289e-02	4.273251	8.825583e-01	1.000000e+00	0.077443	13	0	8
CA3	6.431837e-02	2.178887e-01	2.707718	8.463999e-01	1.000000e+00	0.178079	7	0	4
CA4	2.036144e-02	1.095925e-01	3.728260	8.928747e-01	1.000000e+00	0.035904	3	0	4
CA5A	5.087289e-01	6.875631e-01	0.973900	6.570931e-01	1.000000e+00	0.668700	4	0	1
CA5B	4.103004e-02	1.659157e-01	3.086796	8.928747e-01	1.000000e+00	0.026941	1	0	2
CA5BP1	3.944641e-01	6.174479e-01	1.155286	1.000000e+00	1.000000e+00	0.314967	0	0	0
CA6	1.407193e-03	2.040922e-02	6.062813	1.000000e+00	1.000000e+00	0.005541	6	0	8
CA7	4.604611e-01	6.561544e-01	1.041531	2.780331e-01	1.000000e+00	1.970194	0	1	0
CA8	1.823654e-01	4.073759e-01	1.786424	8.140469e-01	1.000000e+00	0.284428	4	0	2
CA9	2.678006e-01	5.087285e-01	1.436664	7.817083e-01	1.000000e+00	0.382095	6	0	3
CAAP1	3.705722e-01	6.009644e-01	1.194744	1.000000e+00	1.000000e+00	0.302781	0	0	0
CAB39	7.953855e-03	6.137522e-02	4.526212	1.000000e+00	1.000000e+00	0.010822	0	0	2
CAB39L	1.370085e-01	3.434596e-01	2.078568	2.867656e-01	1.000000e+00	1.921965	2	2	2
CABIN1	3.602629e-02	1.531815e-01	3.214690	7.153095e-01	1.000000e+00	0.518911	13	2	10
CABLES1	8.302439e-02	2.541797e-01	2.507687	8.866370e-01	1.000000e+00	0.042969	1	0	2
CABLES2	2.459677e-01	4.853312e-01	1.505018	8.603539e-01	1.000000e+00	0.137210	1	0	1
CABP1	2.944159e-01	5.359960e-01	1.345397	8.202168e-01	1.000000e+00	0.278584	3	0	2
CABP2	1.549020e-01	3.697915e-01	1.950548	8.419086e-01	1.000000e+00	0.183789	4	0	3
CABP4	1.181989e-01	3.135731e-01	2.208288	8.140469e-01	1.000000e+00	0.281282	9	0	5
CABP5	8.006250e-01	8.832427e-01	0.463878	3.232437e-01	1.000000e+00	1.775536	9	0	1
CABP7	3.096646e-01	5.506001e-01	1.302393	7.887800e-01	1.000000e+00	0.374149	3	0	1
CABS1	1.048073e-02	7.310663e-02	4.290861	8.928747e-01	1.000000e+00	0.024506	7	0	6
CABYR	1.611950e-01	3.792370e-01	1.904868	8.463999e-01	1.000000e+00	0.162105	3	0	2
CACFD1	4.855513e-01	6.713058e-01	1.006147	1.000000e+00	1.000000e+00	0.365625	0	0	0
CACHD1	1.048073e-02	7.310663e-02	4.287412	8.202168e-01	1.000000e+00	0.269048	11	1	10
CACNA1A	0.000000e+00	0.000000e+00	32.163219	1.000000e+00	1.000000e+00	0.000041	36	1	54
CACNA1B	0.000000e+00	0.000000e+00	17.940043	1.000000e+00	1.000000e+00	0.005084	33	2	39
CACNA1C	0.000000e+00	0.000000e+00	25.004998	8.928747e-01	1.000000e+00	0.022767	60	6	65
CACNA1D	3.625129e-04	8.142800e-03	7.316738	8.603539e-01	1.000000e+00	0.132286	31	3	24
CACNA1E	0.000000e+00	0.000000e+00	22.755468	1.000000e+00	1.000000e+00	0.000175	106	4	78
CACNA1F	1.806136e-02	1.016687e-01	3.839141	8.782260e-01	1.000000e+00	0.080497	13	0	9
CACNA1G	2.625094e-04	6.498674e-03	7.606367	8.928747e-01	1.000000e+00	0.021058	32	1	24
CACNA1H	0.000000e+00	0.000000e+00	17.450737	1.000000e+00	1.000000e+00	0.001939	28	1	34
CACNA1I	3.303689e-04	7.708333e-03	7.403068	8.140469e-01	1.000000e+00	0.280021	35	4	28
CACNA1S	1.071467e-05	6.230530e-04	10.417251	8.202168e-01	1.000000e+00	0.260712	44	6	36
CACNA2D1	9.865174e-02	2.820391e-01	2.367656	7.817083e-01	1.000000e+00	0.388649	19	1	8
CACNA2D2	3.875138e-04	8.560158e-03	7.248670	1.000000e+00	1.000000e+00	0.005344	13	0	13
CACNA2D3	0.000000e+00	0.000000e+00	15.764148	1.000000e+00	1.000000e+00	0.003821	52	3	43
CACNA2D4	8.571735e-05	3.053435e-03	8.743316	8.463999e-01	1.000000e+00	0.169751	18	3	20
CACNB1	4.974303e-01	6.800728e-01	0.985890	7.273599e-01	1.000000e+00	0.499953	3	0	1
CACNB2	5.409836e-02	1.960396e-01	2.848328	8.373442e-01	1.000000e+00	0.211120	14	0	7
CACNB3	3.377835e-01	5.754898e-01	1.256962	8.140469e-01	1.000000e+00	0.284632	2	0	1
CACNB4	1.056377e-01	2.939963e-01	2.303656	6.949945e-01	1.000000e+00	0.552592	7	1	5
CACNG1	6.603450e-02	2.217305e-01	2.691690	8.866370e-01	1.000000e+00	0.040672	1	0	2
CACNG2	1.643273e-02	9.654811e-02	3.919353	7.887800e-01	1.000000e+00	0.367276	9	1	9
CACNG3	0.000000e+00	0.000000e+00	14.313473	1.000000e+00	1.000000e+00	0.000017	17	0	22
CACNG4	8.955677e-03	6.649430e-02	4.438587	1.000000e+00	1.000000e+00	0.013946	4	0	6
CACNG5	2.514483e-01	4.909554e-01	1.486823	3.722222e-01	1.000000e+00	1.565117	11	2	6
CACNG6	2.737866e-01	5.147044e-01	1.411219	7.273599e-01	1.000000e+00	0.493512	7	0	3
CACNG7	7.127219e-02	2.318924e-01	2.625170	8.519965e-01	1.000000e+00	0.150221	8	0	5
CACTIN	3.705722e-01	6.009644e-01	1.190024	1.000000e+00	1.000000e+00	0.304214	0	0	0
CACTIN-AS1	5.291939e-01	7.017073e-01	0.920996	1.000000e+00	1.000000e+00	0.398122	0	0	0
CACUL1	3.705722e-01	6.009644e-01	1.190551	1.000000e+00	1.000000e+00	0.304054	0	0	0
CACYBP	6.321619e-01	7.776416e-01	0.737296	6.570931e-01	1.000000e+00	0.673569	2	0	0
CAD	7.321690e-05	2.695595e-03	8.871558	1.000000e+00	1.000000e+00	0.002804	21	0	20
CADM1	2.159434e-01	4.487642e-01	1.627730	8.700632e-01	1.000000e+00	0.118383	1	0	1
CADM2	1.315226e-01	3.352909e-01	2.113558	5.363495e-01	1.000000e+00	1.019583	33	0	10
CADM3	6.133969e-02	2.117564e-01	2.754826	8.140469e-01	1.000000e+00	0.296883	16	1	10
CADM4	1.370085e-01	3.434596e-01	2.068917	6.514304e-01	1.000000e+00	0.697795	5	1	4
CADPS	1.806136e-02	1.016687e-01	3.823177	8.075896e-01	1.000000e+00	0.305235	26	0	11
CADPS2	7.321690e-04	1.321728e-02	6.651491	8.700632e-01	1.000000e+00	0.116788	18	2	15
CAGE1	1.712883e-01	3.914381e-01	1.850558	6.867120e-01	1.000000e+00	0.562590	12	1	4
CALB1	7.696703e-02	2.422301e-01	2.575796	7.734223e-01	1.000000e+00	0.408379	6	1	4
CALB2	6.089503e-04	1.187739e-02	6.842146	1.000000e+00	1.000000e+00	0.006769	7	0	8
CALCA	4.470303e-01	6.486526e-01	1.070551	7.734223e-01	1.000000e+00	0.401468	3	0	1
CALCB	2.066770e-01	4.378428e-01	1.670214	8.373442e-01	1.000000e+00	0.208052	3	0	2
CALCOCO1	6.836708e-01	8.125175e-01	0.648031	2.007036e-01	1.000000e+00	2.384192	6	2	2
CALCOCO2	5.087289e-01	6.875631e-01	0.979730	4.745991e-01	1.000000e+00	1.219860	4	1	1
CALCR	2.625094e-03	3.026560e-02	5.504828	8.321386e-01	1.000000e+00	0.225516	14	2	13
