w Exp(t) + (1-w) InverseGamma(a,b): [a,b,t,w] =	[2.433361, 2.387495, 3.947957, 0.7499894]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
CCSER2	2.356334e-01	6.802248e-01	0.753142	1.000000e+00	1.000000e+00	0.470885	0	0	0
CCT2	4.161488e-01	7.441879e-01	0.655582	1.000000e+00	1.000000e+00	0.519140	0	0	0
CCT3	6.157006e-02	4.782633e-01	1.467154	1.000000e+00	1.000000e+00	0.230581	0	0	1
CCT4	4.558074e-01	7.535294e-01	0.622729	1.000000e+00	1.000000e+00	0.536478	0	0	0
CCT5	3.332030e-01	7.200239e-01	0.693718	1.000000e+00	1.000000e+00	0.499715	0	0	0
CCT6A	3.332030e-01	7.200239e-01	0.689955	1.000000e+00	1.000000e+00	0.501599	0	0	0
CCT6B	9.040966e-01	9.432601e-01	0.175965	2.622558e-01	1.000000e+00	1.507818	2	0	0
CCT7	4.161488e-01	7.441879e-01	0.648725	1.000000e+00	1.000000e+00	0.522712	0	0	0
CCT8	3.744634e-01	7.332144e-01	0.678232	1.000000e+00	1.000000e+00	0.507513	0	0	0
CCT8L2	8.214472e-01	9.007833e-01	0.251659	2.127683e-01	1.000000e+00	1.756452	4	0	1
CCZ1	2.111790e-01	6.655186e-01	0.777411	1.000000e+00	1.000000e+00	0.459594	0	0	0
CCZ1B	2.111790e-01	6.655186e-01	0.775210	1.000000e+00	1.000000e+00	0.460607	0	0	0
CD101	6.119397e-01	8.091285e-01	0.458091	3.326708e-01	1.000000e+00	1.039508	3	0	1
CD109	6.042966e-01	8.044359e-01	0.473931	3.429872e-01	1.000000e+00	0.958727	3	0	1
CD14	8.214472e-01	9.007833e-01	0.253657	3.622237e-01	1.000000e+00	0.887494	1	0	0
CD151	4.161488e-01	7.441879e-01	0.644288	1.000000e+00	1.000000e+00	0.525036	0	0	0
CD160	4.161488e-01	7.441879e-01	0.658481	1.000000e+00	1.000000e+00	0.517637	0	0	0
CD163	5.492250e-01	7.791923e-01	0.568144	2.520554e-01	1.000000e+00	1.546375	7	0	2
CD163L1	1.772563e-02	3.471843e-01	2.017409	5.339959e-01	1.000000e+00	0.525111	12	0	6
CD164	5.492250e-01	7.791923e-01	0.563931	1.000000e+00	1.000000e+00	0.568968	0	0	0
CD164L2	5.681381e-01	7.853712e-01	0.554503	1.000000e+00	1.000000e+00	0.574357	0	0	0
CD177	8.622647e-01	9.215593e-01	0.214810	4.090860e-02	1.000000e+00	3.820383	1	1	0
CD180	4.138362e-02	4.376582e-01	1.587525	1.000000e+00	1.000000e+00	0.204431	0	0	1
CD19	7.433069e-01	8.667271e-01	0.309523	4.178471e-01	1.000000e+00	0.804822	1	0	0
CD1A	8.214472e-01	9.007833e-01	0.253324	6.343262e-02	1.000000e+00	3.319490	1	1	0
CD1B	6.712740e-03	2.466535e-01	2.604777	1.000000e+00	1.000000e+00	0.073920	0	0	2
CD1C	9.257741e-01	9.555685e-01	0.155603	1.711525e-01	1.000000e+00	2.134401	3	0	0
CD1D	6.157006e-02	4.782633e-01	1.476860	1.000000e+00	1.000000e+00	0.228354	0	0	1
CD1E	1.315386e-01	6.078980e-01	0.903272	5.673578e-01	1.000000e+00	0.303588	1	0	1
CD2	7.433069e-01	8.667271e-01	0.300426	2.079039e-01	1.000000e+00	1.787704	5	0	1
CD200	5.250759e-01	7.728329e-01	0.598731	1.000000e+00	1.000000e+00	0.549508	0	0	0
CD200R1	2.640666e-01	6.926738e-01	0.728043	1.000000e+00	1.000000e+00	0.482853	0	0	0
CD200R1L	8.825494e-01	9.319793e-01	0.198185	2.719383e-01	1.000000e+00	1.461764	2	0	0
CD207	8.794957e-03	2.713499e-01	2.497320	1.000000e+00	1.000000e+00	0.082305	0	0	2
CD209	2.640666e-01	6.926738e-01	0.732855	1.000000e+00	1.000000e+00	0.480535	0	0	0
CD22	1.526769e-01	6.299440e-01	0.840259	5.577896e-01	1.000000e+00	0.322369	1	0	1
CD226	3.744634e-01	7.332144e-01	0.677978	5.273474e-01	1.000000e+00	0.581620	2	0	1
CD24	5.492250e-01	7.791923e-01	0.571792	1.000000e+00	1.000000e+00	0.564513	0	0	0
CD244	1.272313e-01	6.032258e-01	0.933087	5.757348e-01	1.000000e+00	0.285280	1	0	1
CD247	5.084110e-02	4.597868e-01	1.535027	1.000000e+00	1.000000e+00	0.215450	0	0	1
CD248	8.066360e-02	5.154627e-01	1.350737	1.000000e+00	1.000000e+00	0.259049	0	0	1
CD27	7.975160e-01	8.903902e-01	0.261893	3.622237e-01	1.000000e+00	0.887370	1	0	0
CD274	6.428801e-04	9.836066e-02	4.120305	1.000000e+00	1.000000e+00	0.016240	0	0	3
CD276	1.911461e-01	6.559907e-01	0.797149	5.673578e-01	1.000000e+00	0.309212	1	0	1
CD28	5.442873e-02	4.679717e-01	1.517725	1.000000e+00	1.000000e+00	0.219210	0	0	1
CD2AP	8.214472e-01	9.007833e-01	0.241782	2.928855e-01	1.000000e+00	1.361086	2	0	0
CD2BP2	2.964874e-01	7.072503e-01	0.708828	1.000000e+00	1.000000e+00	0.492221	0	0	0
CD300A	6.331940e-01	8.224913e-01	0.417108	3.205918e-01	1.000000e+00	1.140310	3	0	1
CD300C	7.975160e-01	8.903902e-01	0.279780	3.862727e-01	1.000000e+00	0.847892	1	0	0
CD300E	9.257741e-01	9.555685e-01	0.159331	2.252688e-01	1.000000e+00	1.666932	2	0	0
CD300LB	3.332030e-01	7.200239e-01	0.694409	1.000000e+00	1.000000e+00	0.499370	0	0	0
CD300LD	5.084110e-02	4.597868e-01	1.524151	1.000000e+00	1.000000e+00	0.217806	0	0	1
CD300LF	7.433069e-01	8.667271e-01	0.313278	4.178471e-01	1.000000e+00	0.811283	1	0	0
CD300LG	7.975160e-01	8.903902e-01	0.260548	3.622237e-01	1.000000e+00	0.887104	1	0	0
CD320	5.492250e-01	7.791923e-01	0.566213	1.000000e+00	1.000000e+00	0.567671	0	0	0
CD33	8.622647e-01	9.215593e-01	0.219088	1.804100e-01	1.000000e+00	2.055503	5	0	1
CD34	4.927997e-01	7.643207e-01	0.615884	1.000000e+00	1.000000e+00	0.540163	0	0	0
CD36	4.138362e-02	4.376582e-01	1.583013	1.000000e+00	1.000000e+00	0.205355	0	0	1
CD37	5.250759e-01	7.728329e-01	0.595992	1.000000e+00	1.000000e+00	0.551016	0	0	0
CD38	3.332030e-01	7.200239e-01	0.696020	1.000000e+00	1.000000e+00	0.498566	0	0	0
CD3D	6.674131e-01	8.386357e-01	0.363865	3.099486e-01	1.000000e+00	1.257517	3	0	1
CD3E	2.293475e-02	3.712923e-01	1.801177	1.000000e+00	1.000000e+00	0.165104	0	0	1
CD3EAP	4.558074e-01	7.535294e-01	0.628470	1.000000e+00	1.000000e+00	0.533407	0	0	0
CD3G	4.558074e-01	7.535294e-01	0.627313	1.000000e+00	1.000000e+00	0.534025	0	0	0
CD4	5.084110e-02	4.597868e-01	1.526637	1.000000e+00	1.000000e+00	0.217265	0	0	1
CD40	3.332030e-01	7.200239e-01	0.693133	1.000000e+00	1.000000e+00	0.500007	0	0	0
CD40LG	7.124004e-02	4.978535e-01	1.400499	5.902818e-01	1.000000e+00	0.238118	2	0	2
CD44	2.640666e-01	6.926738e-01	0.724601	1.000000e+00	1.000000e+00	0.484518	0	0	0
CD46	2.964874e-01	7.072503e-01	0.704258	1.000000e+00	1.000000e+00	0.494475	0	0	0
CD47	7.124004e-02	4.978535e-01	1.419485	1.000000e+00	1.000000e+00	0.241838	0	0	1
CD48	1.629344e-01	6.355974e-01	0.835929	1.000000e+00	1.000000e+00	0.433472	0	0	0
CD5	5.442873e-02	4.679717e-01	1.512888	1.000000e+00	1.000000e+00	0.220273	0	0	1
CD52	3.744634e-01	7.332144e-01	0.675068	1.000000e+00	1.000000e+00	0.509122	0	0	0
CD53	1.315386e-01	6.078980e-01	0.904948	5.757348e-01	1.000000e+00	0.284989	1	0	1
CD55	4.161488e-01	7.441879e-01	0.643231	1.000000e+00	1.000000e+00	0.525591	0	0	0
CD58	6.674131e-01	8.386357e-01	0.377430	4.919622e-01	1.000000e+00	0.706807	1	0	0
CD59	4.558074e-01	7.535294e-01	0.622218	1.000000e+00	1.000000e+00	0.536753	0	0	0
CD5L	9.257741e-01	9.555685e-01	0.147572	1.637648e-01	1.000000e+00	2.193868	3	0	0
CD6	1.129130e-01	5.810955e-01	1.005447	5.456873e-01	1.000000e+00	0.362078	2	0	2
CD63	5.895925e-01	7.950682e-01	0.509336	2.964499e-01	1.000000e+00	1.347762	5	0	2
CD68	5.895925e-01	7.950682e-01	0.518095	1.000000e+00	1.000000e+00	0.595654	0	0	0
CD69	1.373942e-01	6.154548e-01	0.885575	1.000000e+00	1.000000e+00	0.412477	0	0	0
CD7	5.895925e-01	7.950682e-01	0.509987	1.000000e+00	1.000000e+00	0.600504	0	0	0
CD70	5.492250e-01	7.791923e-01	0.578412	1.000000e+00	1.000000e+00	0.560788	0	0	0
CD72	8.214472e-01	9.007833e-01	0.251752	6.560770e-02	1.000000e+00	3.262971	1	1	0
CD74	3.332030e-01	7.200239e-01	0.686723	1.000000e+00	1.000000e+00	0.503222	0	0	0
CD79A	4.558074e-01	7.535294e-01	0.630442	1.000000e+00	1.000000e+00	0.532357	0	0	0
CD79B	2.111790e-01	6.655186e-01	0.777656	1.000000e+00	1.000000e+00	0.459482	0	0	0
CD80	9.040966e-01	9.432601e-01	0.171826	1.958141e-01	1.000000e+00	1.908402	3	0	0
CD81	4.161488e-01	7.441879e-01	0.643429	1.000000e+00	1.000000e+00	0.525488	0	0	0
CD82	3.744634e-01	7.332144e-01	0.671137	1.000000e+00	1.000000e+00	0.511127	0	0	0
CD83	3.744634e-01	7.332144e-01	0.662858	1.000000e+00	1.000000e+00	0.515376	0	0	0
CD84	9.648666e-01	9.775402e-01	0.117881	1.686935e-01	1.000000e+00	2.147465	3	0	0
CD86	8.214472e-01	9.007833e-01	0.240356	2.928855e-01	1.000000e+00	1.361196	2	0	0
CD8A	8.426551e-01	9.115090e-01	0.234485	3.429872e-01	1.000000e+00	0.943387	1	0	0
CD8B	9.257741e-01	9.555685e-01	0.146231	2.154256e-01	1.000000e+00	1.735326	2	0	0
CD9	3.744634e-01	7.332144e-01	0.678290	1.000000e+00	1.000000e+00	0.507484	0	0	0
CD93	1.967927e-03	1.597101e-01	3.438286	1.000000e+00	1.000000e+00	0.032120	0	0	3
CD96	8.622647e-01	9.215593e-01	0.212705	2.805904e-01	1.000000e+00	1.429265	2	0	0
CD97	3.744634e-01	7.332144e-01	0.678038	1.000000e+00	1.000000e+00	0.507612	0	0	0
CD99	4.927997e-01	7.643207e-01	0.602548	1.000000e+00	1.000000e+00	0.547415	0	0	0
CD99L2	9.040966e-01	9.432601e-01	0.173936	2.469410e-01	1.000000e+00	1.579148	2	0	0
CDA	5.442873e-02	4.679717e-01	1.510353	1.000000e+00	1.000000e+00	0.220832	0	0	1
CDADC1	1.911461e-01	6.559907e-01	0.786365	1.000000e+00	1.000000e+00	0.455497	0	0	0
CDAN1	8.066360e-02	5.154627e-01	1.358085	1.000000e+00	1.000000e+00	0.257153	0	0	1
CDC123	2.111790e-01	6.655186e-01	0.764087	1.000000e+00	1.000000e+00	0.465759	0	0	0
CDC14A	7.149148e-01	8.573466e-01	0.325229	4.509465e-01	1.000000e+00	0.765578	1	0	0
CDC14B	2.144898e-02	3.666361e-01	1.843284	6.031198e-01	1.000000e+00	0.087858	1	0	2
CDC14C	2.640666e-01	6.926738e-01	0.725491	1.000000e+00	1.000000e+00	0.484087	0	0	0
CDC16	1.911461e-01	6.559907e-01	0.789546	1.000000e+00	1.000000e+00	0.454051	0	0	0
CDC20	4.558074e-01	7.535294e-01	0.628732	1.000000e+00	1.000000e+00	0.533267	0	0	0
CDC20B	2.964874e-01	7.072503e-01	0.703951	1.000000e+00	1.000000e+00	0.494627	0	0	0
CDC23	7.149148e-01	8.573466e-01	0.336681	4.351191e-01	1.000000e+00	0.792585	1	0	0
CDC25A	2.356334e-01	6.802248e-01	0.742609	1.000000e+00	1.000000e+00	0.475871	0	0	0
CDC25B	4.161488e-01	7.441879e-01	0.640631	1.000000e+00	1.000000e+00	0.526960	0	0	0
CDC25C	6.481178e-01	8.301494e-01	0.392034	4.919622e-01	1.000000e+00	0.701541	1	0	0
CDC26	2.356334e-01	6.802248e-01	0.752108	1.000000e+00	1.000000e+00	0.471372	0	0	0
CDC27	3.332030e-01	7.200239e-01	0.694653	1.000000e+00	1.000000e+00	0.499248	0	0	0
CDC34	2.964874e-01	7.072503e-01	0.707972	1.000000e+00	1.000000e+00	0.492642	0	0	0
CDC37	1.526769e-01	6.299440e-01	0.844125	1.000000e+00	1.000000e+00	0.429934	0	0	0
CDC37L1	1.737919e-02	3.454739e-01	2.021977	1.000000e+00	1.000000e+00	0.132393	0	0	1
CDC40	6.331940e-01	8.224913e-01	0.412421	5.019108e-01	1.000000e+00	0.690797	1	0	0
CDC42	2.356334e-01	6.802248e-01	0.745661	1.000000e+00	1.000000e+00	0.474421	0	0	0
CDC42BPA	1.077306e-01	5.716032e-01	1.054693	5.902818e-01	1.000000e+00	0.238375	1	0	1
CDC42BPB	2.640666e-01	6.926738e-01	0.736467	3.892639e-02	1.000000e+00	3.882501	1	2	1
CDC42BPG	8.426551e-01	9.115090e-01	0.236143	7.591521e-02	1.000000e+00	3.083927	3	1	1
CDC42EP1	8.066360e-02	5.154627e-01	1.346822	1.000000e+00	1.000000e+00	0.260065	0	0	1
CDC42EP2	6.042966e-01	8.044359e-01	0.475472	4.919622e-01	1.000000e+00	0.718737	2	0	1
CDC42EP3	7.149148e-01	8.573466e-01	0.336749	4.509465e-01	1.000000e+00	0.762732	1	0	0
CDC42EP4	7.707757e-01	8.793118e-01	0.296634	4.178471e-01	1.000000e+00	0.812002	1	0	0
CDC42EP5	5.681381e-01	7.853712e-01	0.553768	1.000000e+00	1.000000e+00	0.574780	0	0	0
CDC42SE1	3.332030e-01	7.200239e-01	0.684546	1.000000e+00	1.000000e+00	0.504319	0	0	0
CDC42SE2	4.927997e-01	7.643207e-01	0.601503	1.000000e+00	1.000000e+00	0.547987	0	0	0
CDC45	4.756241e-02	4.536536e-01	1.557991	1.000000e+00	1.000000e+00	0.210559	0	0	1
CDC5L	2.896711e-02	3.969897e-01	1.705196	1.000000e+00	1.000000e+00	0.181737	0	0	1
CDC6	2.964874e-01	7.072503e-01	0.707025	1.000000e+00	1.000000e+00	0.493109	0	0	0
CDC7	3.462624e-02	4.183387e-01	1.643194	1.000000e+00	1.000000e+00	0.193362	0	0	1
CDC73	2.640666e-01	6.926738e-01	0.724116	1.000000e+00	1.000000e+00	0.484753	0	0	0
CDCA2	3.744634e-01	7.332144e-01	0.669015	5.300029e-01	1.000000e+00	0.568508	2	0	1
CDCA3	7.433069e-01	8.667271e-01	0.302280	4.178471e-01	1.000000e+00	0.805145	1	0	0
CDCA4	3.744634e-01	7.332144e-01	0.664766	1.000000e+00	1.000000e+00	0.514394	0	0	0
CDCA5	4.558074e-01	7.535294e-01	0.624729	1.000000e+00	1.000000e+00	0.535407	0	0	0
CDCA7	8.426551e-01	9.115090e-01	0.222533	2.890139e-01	1.000000e+00	1.390731	2	0	0
CDCA7L	2.356334e-01	6.802248e-01	0.740970	1.000000e+00	1.000000e+00	0.476651	0	0	0
CDCA8	4.927997e-01	7.643207e-01	0.618812	1.000000e+00	1.000000e+00	0.538584	0	0	0
CDCP1	9.257741e-01	9.555685e-01	0.147186	6.560770e-02	1.000000e+00	3.272505	8	0	1
CDCP2	8.529590e-02	5.242454e-01	1.313351	5.757348e-01	1.000000e+00	0.287374	3	0	3
CDH1	5.779671e-02	4.717242e-01	1.484255	1.000000e+00	1.000000e+00	0.226671	0	0	1
CDH10	3.744634e-01	7.332144e-01	0.669308	4.656220e-01	1.000000e+00	0.747126	4	0	2
CDH11	3.462624e-02	4.183387e-01	1.650612	6.010786e-01	1.000000e+00	0.102299	1	0	2
CDH12	8.825494e-01	9.319793e-01	0.197314	7.340976e-02	1.000000e+00	3.137226	7	1	2
CDH13	9.040966e-01	9.432601e-01	0.167555	1.445480e-01	1.000000e+00	2.351484	6	0	1
CDH15	5.681381e-01	7.853712e-01	0.543990	7.719204e-02	1.000000e+00	3.065727	0	1	0
CDH16	7.454373e-02	5.052409e-01	1.388202	1.000000e+00	1.000000e+00	0.249523	0	0	1
CDH17	1.845066e-02	3.503561e-01	1.964338	6.010786e-01	1.000000e+00	0.112039	2	0	3
CDH18	7.433069e-01	8.667271e-01	0.316806	1.354763e-01	1.000000e+00	2.434002	10	0	2
CDH19	6.893139e-01	8.473318e-01	0.347310	4.795868e-01	1.000000e+00	0.724950	1	0	0
CDH2	8.825494e-01	9.319793e-01	0.186605	2.764795e-01	1.000000e+00	1.452572	2	0	0
CDH20	9.696775e-02	5.509893e-01	1.174585	5.401443e-01	1.000000e+00	0.421569	4	0	3
CDH22	7.975160e-01	8.903902e-01	0.269477	2.374281e-01	1.000000e+00	1.607152	4	0	1
CDH23	4.018001e-04	8.055556e-02	4.501665	6.058484e-01	1.000000e+00	0.023070	9	0	10
CDH24	5.250759e-01	7.728329e-01	0.591049	1.000000e+00	1.000000e+00	0.553746	0	0	0
CDH26	7.433069e-01	8.667271e-01	0.313378	4.351191e-01	1.000000e+00	0.789907	1	0	0
CDH3	4.161488e-01	7.441879e-01	0.648603	1.000000e+00	1.000000e+00	0.522776	0	0	0
CDH4	7.149148e-01	8.573466e-01	0.328565	2.016715e-01	1.000000e+00	1.849107	7	0	2
CDH5	1.629344e-01	6.355974e-01	0.837390	5.323512e-01	1.000000e+00	0.543802	3	0	2
CDH6	3.067967e-02	4.055713e-01	1.698443	5.380514e-01	1.000000e+00	0.461935	11	0	6
CDH7	4.432123e-02	4.433548e-01	1.579908	5.902818e-01	1.000000e+00	0.225669	3	0	3
CDH8	8.759777e-02	5.300162e-01	1.286842	3.270099e-01	1.000000e+00	1.095423	7	1	5
CDH9	5.250759e-01	7.728329e-01	0.591217	3.429872e-01	1.000000e+00	0.952645	5	0	2
CDHR1	2.356334e-01	6.802248e-01	0.747421	5.577896e-01	1.000000e+00	0.325238	1	0	1
CDHR2	5.250759e-01	7.728329e-01	0.598986	3.270099e-01	1.000000e+00	1.088316	7	0	3
CDHR3	7.124004e-02	4.978535e-01	1.410990	1.781278e-01	1.000000e+00	2.063838	0	1	1
CDHR4	8.214472e-01	9.007833e-01	0.246961	3.730437e-01	1.000000e+00	0.874052	1	0	0
CDHR5	9.456784e-01	9.659644e-01	0.122748	2.101646e-01	1.000000e+00	1.767747	2	0	0
CDIP1	4.558074e-01	7.535294e-01	0.622582	1.000000e+00	1.000000e+00	0.536557	0	0	0
CDIPT	5.250759e-01	7.728329e-01	0.590233	1.000000e+00	1.000000e+00	0.554198	0	0	0
CDK1	2.216329e-02	3.677333e-01	1.824780	1.000000e+00	1.000000e+00	0.161253	0	0	1
CDK10	4.558074e-01	7.535294e-01	0.621711	1.000000e+00	1.000000e+00	0.537025	0	0	0
CDK11B	6.481178e-01	8.301494e-01	0.388339	4.795868e-01	1.000000e+00	0.729046	1	0	0
CDK12	7.454373e-02	5.052409e-01	1.383320	1.996857e-01	1.000000e+00	1.873755	0	1	1
CDK13	5.779671e-02	4.717242e-01	1.484029	1.000000e+00	1.000000e+00	0.226722	0	0	1
CDK14	1.315386e-01	6.078980e-01	0.907830	5.757348e-01	1.000000e+00	0.283346	1	0	1
CDK15	4.161488e-01	7.441879e-01	0.641628	1.000000e+00	1.000000e+00	0.526435	0	0	0
CDK16	4.161488e-01	7.441879e-01	0.650175	1.000000e+00	1.000000e+00	0.521954	0	0	0
CDK17	6.674131e-01	8.386357e-01	0.364133	4.795868e-01	1.000000e+00	0.729198	1	0	0
CDK18	9.040966e-01	9.432601e-01	0.170049	2.520554e-01	1.000000e+00	1.544336	2	0	0
CDK19	2.640666e-01	6.926738e-01	0.725607	1.000000e+00	1.000000e+00	0.484031	0	0	0
CDK2	5.250759e-01	7.728329e-01	0.591813	1.000000e+00	1.000000e+00	0.553323	0	0	0
CDK20	7.454373e-02	5.052409e-01	1.392621	1.000000e+00	1.000000e+00	0.248423	0	0	1
CDK2AP1	5.492250e-01	7.791923e-01	0.567862	1.000000e+00	1.000000e+00	0.566736	0	0	0
CDK2AP2	5.681381e-01	7.853712e-01	0.554246	1.000000e+00	1.000000e+00	0.574505	0	0	0
CDK3	7.149148e-01	8.573466e-01	0.326603	4.351191e-01	1.000000e+00	0.781692	1	0	0
CDK4	9.257741e-01	9.555685e-01	0.155277	2.252688e-01	1.000000e+00	1.664840	2	0	0
CDK5	7.707757e-01	8.793118e-01	0.295314	4.015626e-01	1.000000e+00	0.821451	1	0	0
CDK5R1	3.332030e-01	7.200239e-01	0.684487	1.000000e+00	1.000000e+00	0.504349	0	0	0
CDK5R2	1.911461e-01	6.559907e-01	0.792801	5.577896e-01	1.000000e+00	0.337268	1	0	1
CDK5RAP1	7.433069e-01	8.667271e-01	0.309850	4.351191e-01	1.000000e+00	0.796142	1	0	0
CDK5RAP2	5.808154e-01	7.906578e-01	0.539711	1.661756e-01	1.000000e+00	2.163529	2	1	1
CDK5RAP3	5.084110e-02	4.597868e-01	1.520055	1.000000e+00	1.000000e+00	0.218700	0	0	1
CDK6	5.084110e-02	4.597868e-01	1.534404	1.000000e+00	1.000000e+00	0.215584	0	0	1
CDK7	6.893139e-01	8.473318e-01	0.346183	4.656220e-01	1.000000e+00	0.748424	1	0	0
CDK8	6.674131e-01	8.386357e-01	0.364982	4.656220e-01	1.000000e+00	0.743055	1	0	0
CDK9	3.670310e-02	4.271197e-01	1.634156	1.000000e+00	1.000000e+00	0.195117	0	0	1
CDKAL1	6.674131e-01	8.386357e-01	0.361434	4.795868e-01	1.000000e+00	0.722373	1	0	0
CDKL1	5.681381e-01	7.853712e-01	0.554489	5.019108e-01	1.000000e+00	0.688668	2	0	1
CDKL2	1.911461e-01	6.559907e-01	0.799119	1.000000e+00	1.000000e+00	0.449725	0	0	0
CDKL3	7.975160e-01	8.903902e-01	0.266192	3.075556e-01	1.000000e+00	1.269561	2	0	0
CDKL4	2.356334e-01	6.802248e-01	0.751730	1.000000e+00	1.000000e+00	0.471550	0	0	0
CDKL5	7.149148e-01	8.573466e-01	0.322324	2.805904e-01	1.000000e+00	1.438843	4	0	1
CDKN1A	6.813815e-02	4.922085e-01	1.437308	1.000000e+00	1.000000e+00	0.237566	0	0	1
CDKN1B	6.893139e-01	8.473318e-01	0.358827	4.795868e-01	1.000000e+00	0.737365	1	0	0
CDKN1C	5.971463e-01	7.993068e-01	0.486061	1.000000e+00	1.000000e+00	0.615044	0	0	0
CDKN2A	1.000000e+00	1.000000e+00	0.003308	0.000000e+00	0.000000e+00	21.613209	9	6	1
CDKN2AIP	3.332030e-01	7.200239e-01	0.691102	1.000000e+00	1.000000e+00	0.501024	0	0	0
CDKN2AIPNL	1.911461e-01	6.559907e-01	0.786437	1.000000e+00	1.000000e+00	0.455465	0	0	0
CDKN2B	5.250759e-01	7.728329e-01	0.592979	1.000000e+00	1.000000e+00	0.552678	0	0	0
CDKN2C	4.927997e-01	7.643207e-01	0.603016	1.000000e+00	1.000000e+00	0.547159	0	0	0
CDKN2D	5.681381e-01	7.853712e-01	0.540769	1.000000e+00	1.000000e+00	0.582300	0	0	0
CDKN3	4.756241e-02	4.536536e-01	1.553316	1.000000e+00	1.000000e+00	0.211545	0	0	1
CDNF	2.640666e-01	6.926738e-01	0.721003	1.000000e+00	1.000000e+00	0.486264	0	0	0
CDO1	6.331940e-01	8.224913e-01	0.400692	4.919622e-01	1.000000e+00	0.703333	1	0	0
CDON	1.122183e-02	2.941948e-01	2.376858	1.000000e+00	1.000000e+00	0.092842	0	0	2
CDPF1	4.558074e-01	7.535294e-01	0.631026	1.000000e+00	1.000000e+00	0.532045	0	0	0
CDR1	1.419694e-03	1.365979e-01	3.638816	5.323512e-01	1.000000e+00	0.552752	6	3	6
CDR2	2.640666e-01	6.926738e-01	0.737845	1.000000e+00	1.000000e+00	0.478143	0	0	0
CDR2L	3.744634e-01	7.332144e-01	0.674679	1.000000e+00	1.000000e+00	0.509320	0	0	0
CDRT15	4.927997e-01	7.643207e-01	0.601594	1.000000e+00	1.000000e+00	0.547937	0	0	0
CDRT4	6.674131e-01	8.386357e-01	0.376368	4.795868e-01	1.000000e+00	0.726084	1	0	0
CDS1	8.622647e-01	9.215593e-01	0.207814	2.764795e-01	1.000000e+00	1.458093	2	0	0
CDS2	1.373942e-01	6.154548e-01	0.896874	5.757348e-01	1.000000e+00	0.285155	1	0	1
CDSN	2.111790e-01	6.655186e-01	0.772272	1.781278e-01	1.000000e+00	2.066825	4	1	3
CDT1	5.250759e-01	7.728329e-01	0.596607	1.000000e+00	1.000000e+00	0.550677	0	0	0
CDV3	4.161488e-01	7.441879e-01	0.653681	1.000000e+00	1.000000e+00	0.520127	0	0	0
CDX1	5.492250e-01	7.791923e-01	0.563910	1.000000e+00	1.000000e+00	0.568980	0	0	0
CDX2	5.250759e-01	7.728329e-01	0.580447	1.000000e+00	1.000000e+00	0.559648	0	0	0
CDX4	9.456784e-01	9.659644e-01	0.120602	1.082574e-01	1.000000e+00	2.684200	4	0	0
CDY2A	2.640666e-01	6.926738e-01	0.727241	1.000000e+00	1.000000e+00	0.483240	0	0	0
CDYL	2.640666e-01	6.926738e-01	0.728759	1.000000e+00	1.000000e+00	0.482507	0	0	0
CDYL2	8.825494e-01	9.319793e-01	0.194982	2.573110e-01	1.000000e+00	1.524490	2	0	0
CEACAM1	4.558074e-01	7.535294e-01	0.637489	1.000000e+00	1.000000e+00	0.528618	0	0	0
CEACAM16	3.359049e-03	1.911585e-01	3.017353	6.058484e-01	1.000000e+00	0.022567	1	0	4
CEACAM18	8.794957e-03	2.713499e-01	2.492847	1.000000e+00	1.000000e+00	0.082674	0	0	2
CEACAM19	9.456784e-01	9.659644e-01	0.137276	2.154256e-01	1.000000e+00	1.725003	2	0	0
CEACAM20	9.950355e-03	2.844308e-01	2.438598	1.000000e+00	1.000000e+00	0.087283	0	0	2
CEACAM21	9.648666e-01	9.775402e-01	0.103694	2.356156e-02	1.000000e+00	4.513455	2	1	0
CEACAM3	8.426551e-01	9.115090e-01	0.220212	3.479392e-01	1.000000e+00	0.937240	1	0	0
CEACAM4	5.971463e-01	7.993068e-01	0.497103	1.000000e+00	1.000000e+00	0.608290	0	0	0
CEACAM5	1.911461e-01	6.559907e-01	0.791888	5.673578e-01	1.000000e+00	0.308664	1	0	1
CEACAM6	8.214472e-01	9.007833e-01	0.258130	3.730437e-01	1.000000e+00	0.862232	1	0	0
CEACAM7	7.975160e-01	8.903902e-01	0.278309	3.862727e-01	1.000000e+00	0.847392	1	0	0
CEACAM8	4.161488e-01	7.441879e-01	0.641133	1.000000e+00	1.000000e+00	0.526695	0	0	0
CEBPA	5.250759e-01	7.728329e-01	0.595527	1.000000e+00	1.000000e+00	0.551272	0	0	0
CEBPB	5.492250e-01	7.791923e-01	0.576506	1.000000e+00	1.000000e+00	0.561858	0	0	0
CEBPD	5.250759e-01	7.728329e-01	0.592191	1.000000e+00	1.000000e+00	0.553114	0	0	0
CEBPE	8.214472e-01	9.007833e-01	0.251789	3.622237e-01	1.000000e+00	0.891040	1	0	0
CEBPG	2.964874e-01	7.072503e-01	0.716659	1.000000e+00	1.000000e+00	0.488381	0	0	0
CEBPZ	1.629344e-01	6.355974e-01	0.831066	1.000000e+00	1.000000e+00	0.435585	0	0	0
CECR1	3.744634e-01	7.332144e-01	0.663142	5.273474e-01	1.000000e+00	0.587773	2	0	1
